station,name,rows,cols,lat,lon
62414099999,ASWAN INTERNATIONAL- EG,2279,525,23.964356,32.819975
91551099999,SOLA VANUA LAVA ISL- NH,1522,2681,-13.85,167.55
11603099999,LIBEREC- EZ,2815,240,50.7666666,15.0166666
99779499999,OCEAN CREST PIER- NC US,2477,4510,33.9,281.85
47100099999,DAEGWALLYEONG- KS,2553,2059,37.6833333,128.7166666
94763099999,PENRITH- AS,1125,2411,-33.7166666,150.6833333
70086027401,BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT- AK US,3202,3463,70.13389,216.42306
11636099999,KOSTELNI MYSLOVA- EZ,2783,247,49.1666666,15.4333333
50854099999,ANDA- CH,2727,2005,46.3833333,125.3166666
74780703821,LA GRANGE CAA AIRPORT- GA US,2460,4399,33.01667,274.93333
60720099999,KELIBIA- TS,2536,177,36.85,11.0833333
68255099999,RUSTENBURG- SF,1286,436,-25.65,27.2333333
87148099999,PRESIDENCIA ROQUE SAENZ PENA AERO- AR,1265,4792,-26.7333333,299.5166667
95570099999,GRAFTON AIRPORT- AS,1204,2449,-29.75,153.0333333
68253099999,THABAZIMBI- SF,1308,439,-24.5833333,27.4166666
11137099999,MARIA ALM- AU,2747,206,47.4,12.9
72061300204,CONWAY HORRY CO AIRPORT- SC US,2476,4494,33.828,280.878
17022099999,ZONGULDAK- TU,2628,509,41.45,31.8
34300099999,OSNOVA INTERNATIONAL- UP,2798,581,49.924786,36.289986
96559099999,SUSILO- ID,1801,1784,0.063619,111.473428
72521753855,HAMILTON BUTLER CO REGIONAL AIRPORT- OH US,2587,4408,39.36119,275.47937
94417099999,MORAWA AIRPORT- AS,1215,1856,-29.2,116.0166666
72386023169,MCCARRAN INTERNATIONAL AIRPORT- NV US,2521,3917,36.0719,244.83657
70218526622,MEKORYUK- AK US,3007,3101,60.38333,193.8
04234099999,SISIMIUT MITTARFIA HOLSTEINSBORG LUFTHA- GL,3138,4901,66.95,306.2833334
44224099999,TSETSEN UUL- MG,2775,1536,48.7666666,96.0
94983099999,LARAPUNA EDDYSTONE POINT- AS,979,2374,-41.0,148.35
07165099999,VATRY- FR,2775,67,48.776072,4.184492
72028963836,THOMSON MCDUFFIE CO AIRPORT- GA US,2470,4440,33.52972,277.48361
54836099999,YIYUAN- CH,2523,1890,36.1833333,118.15
71928099999,ROCKY MOUNTAIN HOUSE AUT ALTA- CA,2848,3922,52.4166666,245.1
03344099999,BINGLEY NUMBER 2- UK,2876,5730,53.8166666,358.1333334
99818799999,LAKE MARION- SC US,2470,4472,33.55,279.5
70222026501,GALENA AIRPORT- AK US,3094,3249,64.73667,203.06556
72433003879,SALEM LECKRONE AIRPORT- IL US,2572,4337,38.65,271.03333
74777003852,VALPARAISO HURLBURT FIELD- FL US,2408,4373,30.41667,273.31667
02219099999,GADDEDE A- SW,3089,227,64.5,14.2166666
82764099999,CAROLINA- BR,1653,5001,-7.320444,312.541333
99799499999,CHESAPEAKE BAY- MD US,2575,4533,38.7666666,283.3
36020099999,RODINO- RS,2849,1283,52.4833333,80.1666666
70133326643,DEERING AIRPORT- AK US,3121,3156,66.06957,197.23858
72428804804,COLUMBUS OHIO STATE UNIVERSITY AIRPORT- OH US,2601,4431,40.078406,276.921668
95969099999,CRESSY RESEARCH STATION- AS,965,2353,-41.7333333,147.0833333
80211099999,EL EDEN- CO,1889,4548,4.452775,284.23355300000003
94260099999,BURKETOWN AIRPORT- AS,1444,2233,-17.75,139.5333333
93439099999,WELLINGTON AERO AWS- NZ,973,2797,-41.3333333,174.8
26509099999,KLAIPEDA- LH,2914,337,55.7333333,21.0833333
72744904954,MOOSE LAKE CARLTON CO AIRPORT- MN US,2728,4275,46.41861,267.19556
37514099999,AKHALTSIKHE- GG,2632,688,41.65,43.0
99464099999,CEDAR KEY- FL US,2382,4432,29.14,276.97
41536099999,BALAKOT- PK,2487,1174,34.3833333,73.35
72233303069,SAGUACHE MUNICIPAL AIRPORT- CO US,2561,4061,38.09722,253.83111
72493893231,SAN CARLOS AIRPORT- CA US,2550,3804,37.51667,237.75
71291099999,CAMERON FALLS AUT ONT- CA,2782,4347,49.15,271.6666667
40664099999,KUT- IZ,2449,733,32.5,45.8166666
72306893759,ROCKY MOUNT WILSON AIRPORT- NC US,2517,4514,35.85023,282.10489
71255099999,MILDRED LAKE ALTA- CA,2940,3975,57.0333333,248.45
71540099999,HESPERO AGCM- CA,2845,3928,52.3,245.5166667
26128099999,VIRTSU- EN,2971,376,58.5666666,23.5166666
03377099999,WADDINGTON- UK,2863,5752,53.166167,359.476189
35357099999,BARSHINO- KZ,2793,1112,49.6833333,69.5166666
94638099999,ESPERANCE- AS,1123,1950,-33.8333333,121.8925
72514454723,MUIR ARMY AIR FIELD- PA US,2608,4535,40.43333,283.43333
04330099999,DANEBORG AUT- GL,3285,5437,74.3,339.7833333
50434099999,TULIHE- CH,2808,1947,50.45,121.7
99999993243,MERCED 23 WSW- CA US,2544,3826,37.2381,239.1175
13457099999,TIVAT- MJ,2648,300,42.404664,18.723286
52652099999,ZHANGYE- CH,2581,1605,39.0833333,100.2833333
01023199999,DRAUGEN- NO,3086,125,64.35,7.8
87374099999,GENERAL URQUIZA- AR,1164,4792,-31.794778,299.519639
78647099999,SAN JOSE- GT,2078,4307,13.936192,269.164167
16099099999,TREVISO- IT,2712,195,45.6484,12.194422
72660500386,BLACK HILLS AIRPORT CLYDE ICE FIELD- SD US,2689,4099,44.483,256.217
40856099999,ZAHEDAN INTERNATIONAL- IR,2389,975,29.476331,60.906825
74490714753,BLUE HILL LCD- MA US,2644,4622,42.2123,288.8863
72508654734,DANBURY MUNICIPAL AIRPORT- CT US,2627,4584,41.37215,286.51663
72389853119,HANFORD MUNICIPAL AIRPORT- CA US,2526,3846,36.3114,240.37681
91822099999,ALOFI- NE,1418,3041,-19.0666666,190.0833334
01151099999,MOIRANA- NO,3127,229,66.3666666,14.3
72054300167,DE KALB CO AIRPORT- IN US,2625,4399,41.3,274.933
03094099999,ROSEHEARTY- UK,2953,5726,57.7,357.8833334
74787012834,DAYTONA BEACH INTERNATIONAL AIRPORT- FL US,2383,4463,29.17351,278.92815
40265099999,KING HUSSEIN- JO,2447,580,32.356353,36.259181
72645804824,STURGEON BAY DOOR CO CHERRYLAND AIRPORT- WI US,2696,4361,44.85,272.58333
72384023155,BAKERSFIELD AIRPORT- CA US,2508,3855,35.43424,240.94476
38141399999,KHUDZHAND- TI,2604,1115,40.215394,69.694708
48560099999,PHATTHALUNG AGROMET- TH,1951,1603,7.5833333,100.1666666
28214099999,GLAZOV- RS,2962,841,58.1333333,52.5833333
99734699999,FORT MYERS- FL US,2332,4450,26.65,278.13
43311099999,M.O. AMINI- IN,2022,1164,11.1166666,72.7333333
72779024146,KALISPELL GLACIER AIRPORT- MT US,2766,3932,48.30408,245.73574000000002
72292023191,AVALON CATALINA AIRPORT- CA US,2468,3865,33.40419,241.58544
72038799999,HOBBS- NM US,2455,4109,32.7666666,256.7833334
11213099999,VILLACH- AU,2732,222,46.6166666,13.8833333
28367099999,TYUMEN- RS,2942,1047,57.1166666,65.4333333
06269099999,LELYSTAD- NL,2849,88,52.460278,5.527222
40650899999,AL SAHRA ARMY AIR FIELD- IZ,2493,697,34.673231,43.542994
61612099999,PODOR- SG,2132,5521,16.65,345.0333333
16450099999,ENNA- IT,2551,229,37.5666667,14.2833333
96565099999,PUTUSSIBAU PAGSUMA- ID,1817,1807,0.8833333,112.9333333
71962099999,FORT FRANCES RCS- CA,2772,4265,48.65,266.5666667
02958099999,LAPPEENRANTA- FI,3020,450,61.044553,28.144397
99999921515,HILO 5 S- HI US,2192,3279,19.645,204.9173
91596099999,ILE DES PINS- NC,1348,2679,-22.588856,167.455969
59254099999,GUIPING- CH,2267,1761,23.4,110.0833333
72641614921,LONE ROCK TRI CO AIRPORT- WI US,2664,4317,43.21106,269.81261
24966099999,UST MAJYA- RS,3007,2151,60.3833333,134.45
56080099999,HEZUO- CH,2499,1646,35.0,102.9
14323099999,SENJ- HR,2699,238,45.0,14.9
85459599999,DESIERTO DE ATACAMA- CI,1254,4628,-27.261247,289.220778
72665094023,GILLETTE CAMPBELL CO AIRPORT- WY US,2686,4071,44.33983,254.45841000000001
02510599999,LIDKOPING- SW,2969,211,58.465522,13.174414
06730099999,JUNGFRAUJOCH- SZ,2730,128,46.55,7.9833333
94558099999,TOOLARA KELLY- AS,1280,2446,-25.9666666,152.8666666
07645099999,NIMES COURBESSAC- FR,2677,70,43.8666667,4.4
72040400134,KICKAPOO DOWNTOWN AIRPORT- TX US,2476,4184,33.85,261.517
54102099999,XILIN HOT- CH,2678,1858,43.95,116.1166666
61984099999,ST PIERRE PIERREFONDS- RE,1373,887,-21.320903,55.424956
07260099999,FOURCHAMBAULT- FR,2740,50,47.002625,3.113333
06005099999,MYKINES- DA,3041,5637,62.1,352.3166667
33614099999,SVITLOVODS K- UP,2780,532,49.05,33.25
72343953918,MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT- AR US,2527,4280,36.37056,267.52806
72538794899,COPPER HARBOR- MI US,2749,4354,47.467386,272.12496799999997
99402399999,PORT SAN LUIS- CA US,2503,3828,35.177,239.24
72539514833,JACKSON REYNOLDS FIELD- MI US,2645,4409,42.26373,275.54356
94749099999,BELLAMBI AWS- AS,1112,2415,-34.3833333,150.9333333
72750494999,AITKIN MUNICIPAL AIRPORT- MN US,2730,4261,46.5475,266.32333
17320099999,ANAMUR- TU,2521,525,36.0833333,32.8333333
14248099999,KRIZEVCI- HR,2720,265,46.0333333,16.55
72688424148,LA GRANDE MUNICIPAL AIRPORT- OR US,2705,3872,45.28333,242.0
72745994964,ELY MUNICIPAL AIRPORT- MN US,2756,4291,47.81667,268.16667
35394699999,ZVARTNOTS- AM,2602,710,40.147275,44.395881
47108099999,SEOUL CITY- KS,2551,2031,37.5666667,126.9666667
14446099999,BRAC- HR,2665,267,43.285719,16.679719
48566099999,KO LANTA- TH,1950,1585,7.5333333,99.05
02549099999,TOMTABACKEN- SW,2949,231,57.5,14.4666666
55591099999,LHASA- CH,2393,1458,29.6666667,91.1333333
47658099999,SHIZUHAMA- JA,2496,2213,34.812778,138.298056
72227653820,EVERGREEN MIDDLETON FIELD- AL US,2428,4367,31.41912,272.95156
17352099999,ADANA- TU,2539,564,36.982166,35.280388
48946099999,THAKHEK- LA,2147,1674,17.3833333,104.65
87934099999,RIO GRANDE- AR,724,4676,-53.777667,292.250611
72566594073,KIMBALL MUNICIPAL AIRPORT ROBERT E ARRAJ FIELD- NE US,2623,4101,41.18944,256.32917
72547094908,DUBUQUE REGIONAL AIRPORT- IA US,2647,4309,42.39834,269.29087
41216299999,AL DHAFRA- AE,2284,873,24.248249,54.547722
02550099999,JONKOPING- SW,2955,225,57.757594,14.068731
37484099999,BATUMI- GG,2632,666,41.610278,41.599694
02641099999,KRONOBERG- SW,2938,236,56.929144,14.727994
02031099999,RENSJON- SW,3161,317,68.0666666,19.8333333
60423099999,SOUK AHRAS- AG,2524,127,36.25,7.95
06680099999,SAENTIS- SZ,2744,150,47.25,9.35
71696099999,CHURCHILL CLIMATE- CA,2974,4255,58.72,265.93
71093499999,PANGNIRTUNG- CA,3122,4709,66.145,294.286389
72698024229,PORTLAND INTERNATIONAL AIRPORT- OR US,2711,3798,45.59578,237.39081
40190099999,BEER SHEVA CITY- IS,2424,557,31.25,34.8
01218099999,TAFJORD- NO,3044,119,62.2333333,7.4166666
37749099999,GOYCHAY- AJ,2612,764,40.65,47.75
72205153932,ATOKA MUNICIPAL AIRPORT- OK US,2487,4222,34.39833,263.85194
72241012917,PORT ARTHUR SE TX REGIONAL AIRPORT- TX US,2399,4256,29.95205,265.97384
72341993992,EL DORADO GOODWIN FIELD- AR US,2464,4275,33.22072,267.18596
71505099999,HAINES JUNCTION- CA,3015,3559,60.7666666,222.4166667
72225664774,MARSHFIELD MUNICIPAL AIRPORT- MA US,2641,4629,42.09833,289.32778
72059800191,BERKELEY CO AIRPORT- SC US,2463,4479,33.183,279.967
02038099999,LATNIVAARA- SW,3144,324,67.25,20.2666666
43421099999,ANURADHAPURA- CE,1966,1287,8.301486,80.4279
72562024023,NORTH PLATTE REGIONAL AIRPORT- NE US,2622,4149,41.12199,259.33105
72541554821,MARSHALL BROOKS FIELD AIRPORT- MI US,2645,4401,42.25111,275.04444
16522099999,CAPE CACCIA- IT,2611,131,40.5666667,8.1666667
71261099999,GODERICH ONT- CA,2675,4453,43.7666666,278.2833334
72495723213,SANTA ROSA SONOMA CO AIRPORT- CA US,2570,3795,38.50369,237.18899
13586099999,SKOPJE- MK,2639,346,41.961622,21.621381
72348453901,WEST PLAINS MUNICIPAL AIRPORT- MO US,2537,4290,36.87913,268.09477
72371003162,PAGE MUNICIPAL AIRPORT- AZ US,2538,3977,36.92112,248.55126
35121099999,ORENBURG- RS,2835,887,51.795786,55.456744
95687099999,RENMARK AERO- AS,1115,2251,-34.2,140.6833333
94711099999,COBAR MO- AS,1170,2333,-31.4833333,145.8333333
99999994995,LINCOLN 8 ENE- NE US,2616,4215,40.8484,263.43489999999997
08551099999,VIANA DO CASTELO CHAPE- PO,2632,5619,41.6333333,351.2
70063899999,FALSE PASS- AK US,2896,3145,54.85,196.5833334
72679724132,BOZEMAN GALLATIN FIELD AIRPORT- MT US,2715,3981,45.78759,248.83848
01350099999,FINSEVATN- NO,3011,121,60.6,7.5333333
71161099999,BROCKVILLE CLIMATE- CA,2692,4548,44.6333333,284.2666667
16716199999,ELEFTHERIOS VENIZELOS INTERNATIONAL- GR,2558,383,37.936358,23.944467
89055099999,BASE MARAMBIO CENTRO MET. ANTARTICO- AY,515,4853,-64.2333333,303.2833334
07747099999,RIVESALTES- FR,2654,46,42.740442,2.870667
68752099999,BHISHO- SF,1142,436,-32.89715,27.279111
72219953956,TAHLEQUAH MUNICIPAL AIRPORT- OK US,2518,4240,35.92889,264.99556
47640099999,KAWAGUCHIKO- JA,2509,2220,35.5,138.7666666
82965099999,ALTA FLORESTA- BR,1602,4862,-9.866092,303.893794
71777099999,PEMBERTON AIRPORT BC- CA,2805,3796,50.3,237.2666667
99817199999,GRAND BAY RESERVE- MS US,2406,4345,30.35,271.5833334
47067099999,SINGYE- KN,2569,2025,38.5,126.5333333
71807099999,ARGENTIA AUT- CA,2745,4896,47.283,306.0166667
63340099999,LEKEMTE- ET,1981,583,9.0833333,36.45
02704099999,HATTULA LEPAA AWS- FI,3022,389,61.1166666,24.3166666
48561099999,TAKUA PA- TH,1973,1572,8.6833333,98.25
03063099999,AVIEMORE- UK,2943,5699,57.2,356.1666667
68408099999,PORT NOLLOTH- SF,1215,270,-29.2333333,16.8666666
81002010502,GEORGETOWN- GY,1929,4828,6.498553,301.745881
08080099999,VITORIA- SP,2657,5716,42.882836,357.275531
65250099999,PORT HARCOURT INTERNATIONAL- NI,1900,111,5.015494,6.949594
47682099999,CHIBA- JA,2511,2242,35.6,140.1
78862099999,V C BIRD INTERNATIONAL- AC,2142,4771,17.136749,298.207333
40420099999,AL AHSA- SA,2305,792,25.285306,49.485189
72677624036,LEWISTOWN AIRPORT- MT US,2741,4009,47.05443,250.54345999999998
72026153976,BRIDGEPORT MUNICIPAL AIRPORT- TX US,2463,4195,33.17528,262.17167
12910099999,SZENTGOTTHARD FARKASFA- HU,2738,261,46.9166666,16.3166666
47642043313,YOKOTA AB- JA,2514,2230,35.75,139.35
72539014836,LANSING CAPITAL CITY AIRPORT- MI US,2655,4406,42.77609,275.40028
72252412972,ROCKPORT ARANSAS CO AIRPORT- TX US,2361,4207,28.08366,262.95331
58646099999,LISHUI- CH,2368,1919,28.45,119.9166666
07627099999,ANTICHAN- FR,2660,18,43.007764,1.10315
71132099999,STONY RAPIDS AIRPORT- CA,2984,4067,59.25,254.1666667
08579099999,LISBOA GAGO COUTINHO- PO,2575,5614,38.7666666,350.8666667
10321099999,DIEPHOLZ- GM,2851,133,52.585514,8.341014
72668254914,PRINCETON MUNICIPAL AIRPORT- MN US,2711,4262,45.55972,266.39194
02836099999,SODANKYLA- FI,3147,426,67.395033,26.619133
22867099999,VEL SK- RS,3021,673,61.0833333,42.0666666
47165099999,MOKPO- KS,2496,2022,34.8166666,126.3833333
47138099999,POHANG- KS,2520,2070,36.0333333,129.3833333
71883499999,BLUE RIVER CS- CA,2842,3852,52.13,240.72
02814099999,KEMIJARVI AIRFIELD- FI,3134,435,66.7166666,27.1666666
94128099999,DOUGLAS RIVER- AS,1523,2099,-13.8333333,131.1833333
72297603166,FULLERTON MUNICIPAL AIRPORT- CA US,2477,3872,33.87154,242.01439
94886099999,POUND CREEK- AS,1027,2333,-38.6333333,145.8108333
12495099999,LUBLIN RADAWIEC- PL,2824,358,51.2166666,22.4
02825099999,UTSJOKI NUORGAM- FI,3201,446,70.0833333,27.9
95835099999,LONGERENONG- AS,1066,2277,-36.6666666,142.3
93781099999,CHRISTCHURCH AERO AWS- NZ,930,2760,-43.4833333,172.5166666
89512099999,NOVOLAZAREVSKAJA- AY,384,189,-70.7666666,11.8333333
03068099999,LOSSIEMOUTH- UK,2954,5707,57.705214,356.660831
95639099999,SALMON GUMS RES. STATION- AS,1140,1946,-32.9833333,121.6166666
72522014750,GLENS FALLS AIRPORT- NY US,2666,4582,43.33849,286.38976
60620099999,TOUAT CHEIKH SIDI MOHAMED BELKEBIR- AG,2356,5757,27.837589,359.813586
29937099999,ALEJSKAJA- RS,2850,1324,52.5166666,82.7666666
71983099999,REA POINT NU- CA,3307,4069,75.3666666,254.2833334
28807099999,SAMARA SNYSLJAEVKA- RS,2864,807,53.25,50.45
47755099999,HAMADA- JA,2497,2113,34.9,132.0666666
38069099999,SHIELI- KZ,2683,1068,44.1666666,66.75
37663099999,AHTY- RS,2629,764,41.4666666,47.75
71794099999,HUGHENDEN AGCM- CA,2851,3987,52.5666666,249.21666670000002
96751099999,BOGOR CITEKO- ID,1665,1711,-6.7,106.9333333
60338099999,MELILLA- SP,2505,5713,35.279817,357.043744
68471099999,VAN REENEN- SF,1232,470,-28.3666666,29.3833333
31445099999,SVOBODNYJ- RS,2828,2050,51.45,128.1166666
42921099999,NASIK CITY- IN,2199,1181,19.9666666,73.8166666
72466593010,LIMON- CO US,2585,4101,39.27332,256.33263
99999923802,THOMASVILLE 2 S- AL US,2437,4356,31.8814,272.2633
71365099999,FORT SIMPSON CLIMATE NWT- CA,3034,3820,61.75,238.7666667
72030653879,LEES SUMMIT MUNICIPAL AIRPORT- MO US,2579,4250,38.95765,265.62883
71140099999,BRANDON MUNICIPAL- CA,2798,4161,49.9166666,260.05
43221099999,ONGOLE- IN,2109,1281,15.5,80.0833333
23891099999,BAJKIT- RS,3033,1542,61.6666666,96.3666666
64500099999,LEON M BA- GB,1809,151,0.4586,9.412283
38345099999,TALAS- KG,2650,1155,42.5166666,72.2166666
63714099999,NAKURU- KE,1794,578,-0.2666667,36.1
11130099999,KUFSTEIN- AU,2751,195,47.5833333,12.1666666
94337099999,JULIA CREEK- AS,1386,2268,-20.6666666,141.7333333
89324099999,BYRD STATION- AY,199,3850,-80.0,240.6
72556594951,COLUMBUS- NE US,2628,4203,41.448,262.65736
78439099999,TOUSSAINT LOUVERTURE INTERNATIONAL- HA,2171,4603,18.58005,287.707458
76075399999,ABRAHAM GONZALEZ INTERNATIONAL- MX,2432,4057,31.636133,253.57133299999998
38141599999,BUKHARA- UZ,2595,1032,39.775,64.483333
40938999999,FOB VICTORY STONE- AF,2482,995,34.1166666,62.2166666
06794099999,POSCHIAVO ROBBIA- SZ,2726,161,46.35,10.0666666
48383099999,MUKDAHAN- TH,2130,1675,16.5333333,104.7166666
72793494248,RENTON MUNICIPAL AIRPORT- WA US,2749,3805,47.49513,237.78557999999998
93597099999,CAPE CAMPBELL AWS- NZ,965,2788,-41.7166666,174.2666666
37682099999,AMASIA- AM,2618,701,40.95,43.7833333
06450099999,DEURNE- BE,2823,71,51.189444,4.460278
71002099999,CHURCHILL FALLS- CA,2871,4734,53.5666666,295.9
72440013995,SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT- MO US,2544,4266,37.23983,266.61005
72344593993,FAYETTEVILLE DRAKE FIELD- AR US,2520,4253,36.01027,265.83176000000003
47899099999,MUROTOMISAKI- JA,2464,2147,33.25,134.1833333
56033099999,MADOI- CH,2498,1571,34.9166666,98.2166666
72611694765,LEBANON MUNICIPAL AIRPORT- NH US,2672,4603,43.62707,287.69463
72037154850,THREE RIVERS MUNICIPAL DR HAINES AIRPORT- MI US,2639,4391,41.95972,274.40667
31532099999,CEKUNDA- RS,2817,2116,50.8666666,132.25
94130099999,BRADSHAW- AS,1500,2093,-14.95,130.8
98132099999,ITBAYAT- RP,2215,1950,20.8,121.85
72548514940,MASON CITY MUNICIPAL AIRPORT- IA US,2663,4267,43.1544,266.67389000000003
72757394928,DEVILS LAKE MUNICIPAL AIRPORT- ND US,2762,4178,48.11667,261.1
71045099999,TESLIN AUT YT- CA,3003,3636,60.1666666,227.2666667
35699099999,BEKTAUATA- KZ,2748,1197,47.45,74.8166666
94369099999,ST LAWRENCE POST OFFICE- AS,1352,2393,-22.35,149.5333333
72027612983,EDINBURG INTERNATIONAL AIRPORT- TX US,2328,4190,26.44194,261.87056
72274953128,CHANDLER MUNICIPAL AIRPORT- AZ US,2465,3971,33.26889,248.18722
06348099999,CABAUW TOWER- NL,2839,79,51.9666666,4.9333333
44358099999,ZAMYN UUD- MG,2674,1790,43.7333333,111.9
72206603853,MAYPORT PILOT STATION- FL US,2407,4457,30.4,278.58333
71395099999,HALIFAX INTERNATIONAL- CA,2697,4744,44.880833,296.49139
71767099999,TOBERMORY RCS- CA,2704,4454,45.2333333,278.3666667
74491514775,WESTFIELD BARNES REGIONAL AIRPORT- MA US,2643,4597,42.16005,287.28754000000004
68589099999,GIANTS CASTLE- SF,1214,472,-29.2666666,29.5166666
02135099999,BURESJON- SW,3111,286,65.5666666,17.8666666
99467099999,MIDDLE ROCK LIGHT- AK US,3021,3413,61.08,213.34
72272803196,NOGALES INTERNATIONAL AIRPORT- AZ US,2428,3986,31.42076,249.15345000000002
71260099999,SAULT STE MARIE- CA,2729,4408,46.485001,275.490555
78961300410,ARTHUR NAPOLEON RAYMOND ROBINSON INTERNATIONAL AIRPORT- TD,2022,4787,11.15,299.16700000000003
72054500169,CHESTER AIRPORT- CT US,2627,4600,41.384,287.494
11190099999,EISENSTADT- AU,2756,265,47.85,16.5333333
72295503174,TORRANCE- CA US,2476,3867,33.80338,241.66039
71012099999,CADOGAN AGCM- CA,2846,3992,52.3333333,249.5
24726099999,MIRNY- RS,3050,1825,62.534689,114.038928
02755099999,YLIVIESKA AIRFIELD- FI,3080,395,64.05,24.7166666
04231099999,SONDRE STROMFJORD- GL,3140,4949,67.016969,309.310675
08141099999,VALLADOLID- SP,2632,5684,41.6333333,355.25
47008099999,CHONGJIN- KN,2635,2077,41.7833333,129.8166666
11032099999,POYSDORF- AU,2773,266,48.6666666,16.6333333
71096099999,BROUGHTON ISLAND- CA,3150,4740,67.53,296.22
02761099999,RAUMA KYLMAPIHLAJA- FI,3022,341,61.15,21.3
71188099999,GASPE- CA,2775,4728,48.775278,295.521389
60550099999,EL BAYADH- AG,2474,17,33.7166667,1.0833333
72655014926,ST. CLOUD REGIONAL AIRPORT- MN US,2710,4255,45.54416,265.9484
70200626502,KALTAG AIRPORT- AK US,3086,3220,64.3208,201.2674
70207526644,ANVIK AIRPORT- AK US,3052,3197,62.65,199.81667
17375099999,FINIKE- TU,2525,482,36.3,30.15
72427653859,DAYTON WRIGHT BROTHERS AIRPORT- OH US,2591,4412,39.5918,275.7737
48647099999,SULTAN ABDUL AZIZ SHAH INTERNATIONAL- MY,1862,1625,3.130583,101.549333
72403093738,WASHINGTON DULLES INTERNATIONAL AIRPORT- VA US,2578,4521,38.93485,282.55272
12520099999,KLODZKO- PL,2808,266,50.4333333,16.6166666
99770799999,WELLS- ME US,2666,4631,43.32,289.45
68353099999,VEREENIGING- SF,1268,447,-26.5666666,27.95
47055099999,WONSAN- KN,2583,2039,39.1833333,127.4333333
02817099999,SAARISELKA KAUNISPAA- FI,3168,439,68.4333333,27.45
89252099999,COMANDANTE FERRAZ- AY,558,4826,-62.0833333,301.6166667
93805099999,PUYSEGUR POINT AWS- NZ,876,2666,-46.15,166.6
71064099999,CAPE PEEL WEST- CA,3180,4035,69.03,252.18
70296026410,CORDOVA AIRPORT- AK US,3009,3433,60.48604,214.5555
12124099999,DARLOWEK- PL,2887,262,54.4,16.35
71500099999,GLENEVIS AGCM- CA,2876,3927,53.8166666,245.46666670000002
28434099999,KRASNOUFIMSK- RS,2932,925,56.65,57.7833333
85345099999,TCNL RAFAEL PABON- BL,1374,4746,-21.255231,296.594389
74791800391,GEORGETOWN CO AIRPORT- SC US,2466,4491,33.317,280.683
29676099999,AGINSKOE- RS,2904,1518,55.25,94.8833333
71340099999,DAPP AGDM ALTA- CA,2886,3937,54.3166666,246.05
41756099999,JIWANI- PK,2301,989,25.067811,61.805419
06782099999,DISENTIS SEDRUN- SZ,2733,142,46.7,8.85
72768094008,GLASGOW INTERNATIONAL AIRPORT- MT US,2764,4054,48.21416,253.37860999999998
97048099999,JALALUDDIN- ID,1812,1966,0.637119,122.849858
33924099999,CHORNOMORS KE- UP,2710,523,45.5166666,32.7
71846099999,LANSDOWNE HOUSE AUT ONT- CA,2843,4353,52.1833333,272.0666667
03796099999,LANGDON BAY- UK,2822,22,51.1333333,1.35
94791099999,COFFS HARBOUR- AS,1193,2450,-30.3205556,153.1163889
47635099999,NAGOYA- JA,2505,2191,35.255,136.924444
94719099999,DUBBO- AS,1155,2377,-32.216667,148.574722
03091099999,DYCE- UK,2944,5725,57.201944,357.802222
02727099999,ASIKKALA PULKKILANHARJU- FI,3025,408,61.2666666,25.5166666
67197099999,TOLAGNARO- MA,1299,751,-25.038056,46.956111
72233154941,IOWA FALLS MUNICIPAL AIRPORT- IA US,2649,4269,42.47138,266.79293
70259526559,SOLDOTNA AIRPORT- AK US,3009,3343,60.47583,208.96583
47981099999,IWOTO- JA,2295,2261,24.784,141.322722
71045599999,TESLIN- CA,3003,3636,60.172779,227.257222
71245099999,NAKISKA RIDGETOP ALTA- CA,2818,3917,50.9333333,244.81666669999998
40979399999,FOB WOLVERINE- AF,2439,1073,31.967,67.05
71671099999,KENTVILLE CDA- CA,2701,4728,45.07,295.52
72564524022,LARAMIE AIRPORT- WY US,2626,4069,41.3165,254.32711999999998
03212099999,KESWICK- UK,2892,5709,54.6166666,356.8333334
94857099999,GEELONG RACECOURSE- AS,1036,2310,-38.1666666,144.3666666
56966099999,YUANJIANG- CH,2271,1632,23.6,101.9833333
91670099999,VIWA AWS- FJ,1456,2830,-17.15,176.9
72063200218,SUMMERVILLE AIRPORT- SC US,2461,4476,33.063,279.721
65306099999,KANDI- BN,2022,47,11.1333333,2.9333333
08044099999,PONTEVEDRA- SP,2648,5622,42.4333333,351.3833334
99999973801,NORTHPORT 2 S- AL US,2464,4359,33.2125,272.4086
72037554844,DRUMMOND ISLAND AIRPORT- MI US,2720,4420,46.00722,276.25722
35576099999,KZYLZHAR- KZ,2765,1114,48.3,69.65
91759099999,FALEOLO INTERNATIONAL- WS,1523,3008,-13.829969,187.991664
11343099999,SONNBLICK AUTOM.- AU,2740,207,47.05,12.95
72681604110,JEROME CO AIRPORT- ID US,2654,3929,42.72735,245.5453
32076099999,POGRANICHNOE- RS,2807,2300,50.4,143.7666666
53787099999,YUSHE- CH,2541,1808,37.0666666,112.9833333
71411099999,WESTERN HEAD NS- CA,2679,4725,43.9833333,295.3333334
38616099999,KARA SUU- KG,2613,1166,40.7,72.9
71879499999,SPARWOOD ELK VALLEY- CA,2794,3922,49.75,245.12
68335099999,TAUNG- SF,1248,396,-27.55,24.7666666
